ID,Área1,Área,Reason,Etiqueta problemática,Detalle,URL,Output esperado,Texto (primeros 75 caracteres),Conclusiones,Created Date
Doc23,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,"Nuevo agenteResiduos y Medio Ambiente GAyPombo Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw. Cobertur...",,,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1403482620505,{},"Doc23: BOLETÍN OFICIAL DE ARAGÓN 14 de julio de 2025 Número 133 csv: BOA20250714015 III. Otras Disposiciones y Acuerdos DEPARTAMENTO DE MEDIO AMBIENTE Y TURISMO RESOLUCIÓN de 24 de junio de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la Resolución de 30 de diciembre de 2021, del Instituto Aragonés de Gestión Ambiental, por la que se formuló la declaración de impacto ambiental y se otorgó la Autorización Ambiental Integrada para","Softlaw era el probelma, he añadido que no meitera proyectos con impacto en la definición y listo!",14 de julio de 2025 19:37
Doc24,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,Nuevo agenteResiduos y Medio Ambiente GAyPombo,,,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1403480600505,{},"Doc24: BOLETÍN OFICIAL DE ARAGÓN 14 de julio de 2025 Número 133 csv: BOA20250714014 III. Otras Disposiciones y Acuerdos DEPARTAMENTO DE MEDIO AMBIENTE Y TURISMO RESOLUCIÓN de 24 de junio de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la Resolución de 17 de enero de 2019, en la que se formuló la declaración de impacto ambiental y se otorgó la Autorización Ambiental Integrada para la ampliación de una explotación porcina","Softlaw era el probelma, he añadido que no meitera proyectos con impacto en la definición y listo!",14 de julio de 2025 19:38
Doc25,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,Nuevo agenteResiduos y Medio Ambiente GAyPombo,,,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1403484640606,{},"Doc25: BOLETÍN OFICIAL DE ARAGÓN 14 de julio de 2025 Número 133 csv: BOA20250714016 III. Otras Disposiciones y Acuerdos DEPARTAMENTO DE MEDIO AMBIENTE Y TURISMO RESOLUCIÓN de 25 de junio de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se toma conocimiento del cambio de titularidad de la Autorización Ambiental Integrada de una explotación porcina de cerdos de cebo de 7.200 plazas (864 UGM) ubicada en el polígono 514, parcelas 41 y 143, en","Softlaw era el probelma, he añadido que no meitera proyectos con impacto en la definición y listo!",14 de julio de 2025 19:38
Doc26,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,Nuevo agenteResiduos y Medio Ambiente GAyPombo,,,https://doe.juntaex.es/pdfs/doe/2025/1340o/25040123.pdf,{},"Doc26: NÚMERO 134 Lunes 14 de julio de 2025 39937 DECRETO 72/2025, de 8 de julio, por el que se aprueba el Plan de Ordenación de los Recursos Naturales de la Reserva Natural de la ""Garganta de los Infiernos"". (2025040123) Por Decreto 132/1994, de 14 de noviembre, se declara la Reserva Natural de la Garganta de los Infiernos con la finalidad de proteger los excepcionales valores naturales de este enclave situado en la comarca del Valle","Softlaw era el probelma, he añadido que no meitera proyectos con impacto en la definición y listo!",14 de julio de 2025 19:38
Doc27,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,Nuevo agenteResiduos y Medio Ambiente GAyPombo,,,https://sede.asturias.es/bopa/2025/07/14/2025-05800.pdf,{},"Doc27: https://sede.asturias.es/bopa BOLETÍN OFICIAL DEL PRINCIPADO DE ASTURIAS núm. 134 de 14-VII-2025 1/4 Cód. 2025-05800 I. Principado de Asturias Otras Disposiciones •• Consejería de Movilidad, Medio Ambiente y Gestión de Emergencias Resolución de 29 de junio de 2025, de la Consejería de Movilidad, Medio Ambiente y Gestión de Emergencias, por la que se formula el informe de impacto ambiental del proyecto “Gestión de residuos en Batán Recovery (Mieres). (IA-IA-0188/2024//AUTO/2024/1553). Promotor: Hulleras del Norte, S. A. (HUNOSA).","Softlaw era el probelma, he añadido que no meitera proyectos con impacto en la definición y listo!",14 de julio de 2025 19:39
Doc28,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,Nuevo agenteResiduos y Medio Ambiente GAyPombo,,,https://sede.asturias.es/bopa/2025/07/14/2025-05803.pdf,{},"Doc28: https://sede.asturias.es/bopa BOLETÍN OFICIAL DEL PRINCIPADO DE ASTURIAS núm. 134 de 14-VII-2025 1/1 Cód. 2025-05803 I. Principado de Asturias Anuncios •• Consejería de Movilidad, Medio Ambiente y Gestión de Emergencias Anuncio público a personas interesadas desconocidas en el procedimiento de evaluación de impacto ambiental simplificada. Urbanización El Cascayal (Tapia de Casariego). Expte. IA-IA-0088/2025//AUTO/2025/13440. Proyecto: Urbanización El Cascayal Concejo: Tapia de Casariego Promotor: Rayola del Mar, S. A. Órgano Sustantivo: Ayuntamiento de Tapia de Casariego Órgano Ambiental:","Softlaw era el probelma, he añadido que no meitera proyectos con impacto en la definición y listo!",14 de julio de 2025 19:39
Doc29,Falta-Gris,Falta: Residuos + Gris: geografia,"Definicion: PreZero España, operador líder de economía circular especializado en la valorización de residuos. Harmon asesora a PreZero y necesita alertas inmediatas sobre cambios que afecten la recogida, transporte, tratamiento y trazabilidad de residuos urbanos, industriales y suelos contaminados. El agente rastrea BOE, DOUE y los 17 boletines autonómicos; detecta leyes, RD y órdenes sobre cla...",,,https://sede.asturias.es/bopa/2025/07/14/2025-05798.pdf,"{
""Residuos urbanos e industriales — PreZero"": {
""explicacion"": ""El anuncio publica la aprobación inicial de la modificación de la ordenanza fiscal reguladora de la tasa por recogida de basuras del Ayuntamiento de Tineo, cambiando tarifas y procedimientos de facturación que afectan directamente a la gestión y valorización de residuos urbanos e industriales por parte de PreZero."",
""nivel_impacto"": ""Medio""
},
""Novedades normativas en residuos - Harmon"": {
""explicacion"": ""Se introduce una modificación de la ordenanza fiscal de tasa de recogida de basuras en un boletín autonómico, generando nuevas obligaciones tarifarias y plazos de reclamación que Harmon debe monitorizar para asesorar sobre adaptación a la normativa local de residuos."",
""nivel_impacto"": ""Medio""
},
""Residuos y Medio Ambiente GAyPombo"": {
""explicacion"": ""La ordenanza fiscal de tasa por recogida de basuras es una norma municipal vinculante que actualiza las obligaciones tarifarias en materia de residuos, encajando con el ámbito de obligaciones y tarifas previstas en esta etiqueta."",
""nivel_impacto"": ""Medio""
}
}","Doc29: https://sede.asturias.es/bopa BOLETÍN OFICIAL DEL PRINCIPADO DE ASTURIAS núm. 134 de 14-VII-2025 1/1 Cód. 2025-05798 IV. Administración Local Ayuntamientos De Tineo Anuncio. Aprobación inicial de la modificación de la ordenanza fiscal reguladora de la tasa por recogida de basuras. El Ayuntamiento Pleno, en sesión extraordinaria celebrada el 26 de junio de 2025, acordó aprobar inicialmente la modificación de las siguientes ordenanzas fiscales para el ejercicio 2026: 1.—Ordenanza fiscal n.º 207, reguladora de la tasa por recogida","Añadir frase: Incluye normativa local relevante, como la modificación de tasas de recogida de basuras",14 de julio de 2025 20:19
Doc31,Gris-Ruido,Ruido: Residuos + Gris: Geografia/Sujeto/Normativa Excluida,"Etiqueta: Residuos y Medio Ambiente GAyPombo Definicion: Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw...",,"En el playground no la coge (10/10), en la realidad la ha cogido para gomez acebo y pombo. Ademoas tenia otra cuenta que no los ha selecionado y la única diferencia ha sido esto: a única diferencia real es que la segunda versión tiene dos puntos finales al acabar la frase:""...(esta última, no incluye informes de proyectos).."" Esa segunda puntuación es un error tipográfico. Por lo demás, los textos son idénticos. Si quieres, te puedo revisar estilo o proponer una redacción alternativa.",https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1403642121010,{},"Doc31: BOLETÍN OFICIAL DE ARAGÓN 15 de julio de 2025 Número 134 csv: BOA20250715020 III. Otras Disposiciones y Acuerdos DEPARTAMENTO DE MEDIO AMBIENTE Y TURISMO RESOLUCIÓN de 4 de junio de 2025, del Instituto Aragonés de Gestión Ambiental, sobre la prórroga de vigencia del informe de impacto ambiental del proyecto de construcción de una explotación avícola de engorde para 80.000 plazas (320 UGM), ubicada en el polígono 5, parcela 87, del término municipal de Pueyo de",No incluyas proyectos particulares nunca,15 de julio de 2025 19:14
Doc33,Gris,Gris: Normativa excluida,,"Agente de Subvenciones, Becas y Ayudas El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente identifica convocatorias abiertas dirigidas a profesionales jurídicos o sus clientes, incluyendo becas, premios, subvenciones y ayudas de interés. No incluye convocatorias cerradas, premios simbólicos ni ayudas sin valor económico o sin base jurídica publicada. Debe analizar el BOE (Sección III) y el BOCM para extraer convocatorias con base normativa publicada...",No quuiro sentencias en sibvenciones aunque sea una sentencia relevante,https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14699.pdf,{},"Doc33: I. DISPOSICIONES GENERALES TRIBUNAL SUPREMO 14699 Sentencia de 22 de mayo de 2025, de la Sala Tercera del Tribunal Supremo, que estima el recurso contencioso-administrativo interpuesto por la representación de la Unión de Uniones de Agricultores y Ganaderos contra el Real Decreto 1024/2022, de 13 de diciembre, por el que se regula la concesión directa de subvenciones a asociaciones de autónomos y empresarios para la realización de actuaciones de difusión y acompañamiento entre los colectivos",,16 de julio de 2025 19:24
Doc34,Ruido,Correccion de errores,,"Agente de Subvenciones, Becas y Ayudas El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente identifica convocatorias abiertas dirigidas a profesionales jurídicos o sus clientes, incluyendo becas, premios, subvenciones y ayudas de interés. No incluye convocatorias cerradas, premios simbólicos ni ayudas sin valor económico o sin base jurídica publicada. Debe analizar el BOE (Sección III) y el BOCM para extraer convocatorias con base normativa publicada...",Irrelevante?,https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14697.pdf,{},"Doc34: I. DISPOSICIONES GENERALES MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES 14697 Corrección de errores del Real Decreto 613/2025, de 8 de julio, por el que se regula la concesión directa de diversas subvenciones a las universidades españolas integradas en Alianzas Europeas de Universidades seleccionadas por la Comisión Europea. Advertidos errores en el Real Decreto 613/2025, de 8 de julio, por el que se regula la concesión directa de diversas subvenciones a las universidades españolas integradas en",,16 de julio de 2025 19:24
Doc35,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, prieblo dde una denominación de orignen?? En que momento es relavnte para esta etiqueta",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503944,{},"Doc35: Publicación de la comunicación de una modificación normal aprobada del pliego de condiciones de una indicación geográfica con arreglo al artículo 5, apartado 4, del Reglamento Delegado (UE) 2025/27 de la Comisión (1) (C/2025/3944) COMUNICACIÓN DE LA APROBACIÓN DE UNA MODIFICACIÓN NORMAL [Artículo 24 del Reglamento (UE) 2024/1143] «Ciauscolo» N. o UE: PGI-IT-0557-AM01 — 29.4.2025 1. Nombre del producto «Ciauscolo» 2. Tipo de indicación geográfica Denominación de origen protegida (DOP) Indicación geográfica protegida (IGP) Indicación",,16 de julio de 2025 19:18
Doc36,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, prieblo dde una denominación de orignen?? En que momento es relavnte para esta etiqueta",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503939,{},"Doc36: Publicación de la comunicación de una modificación normal aprobada del pliego de condiciones de una indicación geográfica con arreglo al artículo 5, apartado 4, del Reglamento Delegado (UE) 2025/27 de la Comisión (1) (C/2025/3939) COMUNICACIÓN DE LA APROBACIÓN DE UNA MODIFICACIÓN NORMAL [Artículo 24 del Reglamento (UE) 2024/1143] «Sel de Guérande / Fleur de sel de Guérande» EU PGI-FR-0861-AM01 de 24.4.2025 1. Nombre del producto «Sel de Guérande / Fleur de sel de Guérande» 2.",,16 de julio de 2025 19:17
Doc37,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, medidas restricitvas no importan",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504089,{},"Doc37: Anuncio a la atención de las personas sujetas a las medidas restrictivas establecidas en la Decisión (PESC) 2024/1484 del Consejo, modificada por la Decisión (PESC) 2025/1425 del Consejo, y en el Reglamento (UE) 2024/1485 del Consejo, aplicado por el Reglamento de Ejecución (UE) 2025/1438 del Consejo, relativos a la adopción de medidas restrictivas habida cuenta de la situación en Rusia (C/2025/4089) La presente información se pone en conocimiento de las personas que figuran en el",,16 de julio de 2025 19:17
Doc38,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, medidas restricitvas no importan",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504090,{},"Doc38: Anuncio a la atención de las personas sujetas a las medidas restrictivas establecidas en la Decisión (PESC) 2024/1484 del Consejo, modificada por la Decisión (PESC) 2025/1425 del Consejo, y en el Reglamento (UE) 2024/1485 del Consejo, aplicado por el Reglamento de Ejecución (UE) 2025/1438 del Consejo, relativos a la adopción de medidas restrictivas habida cuenta de la situación en Rusia (C/2025/4090) La presente información se pone en conocimiento de las personas que figuran en el",,16 de julio de 2025 19:16
Doc39,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, medidas restricitvas no importan",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504086,{},"Doc39: Anuncio a la atención de las personas físicas y jurídicas, entidades y órganos sujetos a las medidas restrictivas establecidas en la Decisión (PESC) 2024/2643 del Consejo, modificada por la Decisión (PESC) 2025/1443 del Consejo, y en el Reglamento (UE) 2024/2642 del Consejo, aplicado por el Reglamento de Ejecución (UE) 2025/1444 del Consejo, relativos a la adopción de medidas restrictivas habida cuenta de las actividades desestabilizadoras de Rusia (C/2025/4086) La presente información se pone en conocimiento",,16 de julio de 2025 19:16
Doc40,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, medidas restricitvas no importan",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504085,{},"Doc40: Anuncio a la atención de las personas físicas y jurídicas, entidades y órganos sujetos a las medidas restrictivas establecidas en la Decisión (PESC) 2024/2643 del Consejo, modificada por la Decisión (PESC) 2025/1443 del Consejo, y en el Reglamento (UE) 2024/2642 del Consejo, aplicado por el Reglamento de Ejecución (UE) 2025/1444 del Consejo, relativos a la adopción de medidas restrictivas habida cuenta de las actividades desestabilizadoras de Rusia (C/2025/4085) La presente información se pone en conocimiento",,16 de julio de 2025 19:16
Doc41,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, medidas restricitvas no importan",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504077,{},"Doc41: Anuncio a la atención de los interesados a los que se aplican las medidas restrictivas establecidas en la Decisión (PESC) 2022/2319 del Consejo, modificada por la Decisión (PESC) 2025/1429 del Consejo, y el Reglamento (UE) 2022/2309 del Consejo, aplicado por el Reglamento de Ejecución (UE) 2025/1433 del Consejo, relativos a la adopción de medidas restrictivas en vista de la situación en Haití (C/2025/4077) La presente información se pone en conocimiento de las personas que figuran",,16 de julio de 2025 19:15
Doc42,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",Muy urrelevante,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504003,{},"Doc42: Anuncio a la atención de las personas y la entidad sujetos a las medidas restrictivas establecidas en la Decisión (PESC) 2020/1999 del Consejo, modificada por la Decisión (PESC) 2025/1397 del Consejo, y en el Reglamento (UE) 2020/1998 del Consejo, aplicado por el Reglamento de Ejecución (UE) 2025/1396 del Consejo, relativos a medidas restrictivas contra violaciones y abusos graves de los derechos humanos (C/2025/4003) La presente información se pone en conocimiento de las personas y la",,16 de julio de 2025 19:15
Doc43,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",Muy irrelevante,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503686,{},Doc43: CATÁLOGO COMÚN DE VARIEDADES DE ESPECIES DE PLANTAS AGRÍCOLAS Suplemento A 2025/6 (Texto pertinente a efectos del EEE) (C/2025/3686) 1. El presente suplemento del catálogo común de variedades de especies de plantas agrícolas (1) recoge las modificaciones que ha sido necesario introducir para tener en cuenta la información que la Comisión ha recibido de los Estados miembros. 2. El presente suplemento abarca las notificaciones recibidas del 1 al 31 de mayo de 2025. 3. Las,,16 de julio de 2025 19:14
Doc44,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Muy irrelevante, conectración notificada",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504013,{},"Doc44: No oposición a una concentración notificada (Asunto M.12048 — FIRST RESERVE / FORTRESS / IES) (Texto pertinente a efectos del EEE) (C/2025/4013) El 10 de julio de 2025, la Comisión decidió no oponerse a la concentración notificada que se cita en el encabezamiento y declararla compatible con el mercado interior. Esta decisión se basa en el artículo 6, apartado 1, letra b), del Reglamento (CE) no 139/2004 del Consejo (1). El texto íntegro de la",,16 de julio de 2025 19:14
Doc45,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Irrelevante, las correcciones de erroees (10 más…)",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202590593,{},Doc45: Error de conexión: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_20,,16 de julio de 2025 19:13
Doc46,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",Irrelevante,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501452,{},"Doc46: DECISIÓN (PESC) 2025/1452 DEL CONSEJO de 15 de julio de 2025 por la que se prorroga el mandato del representante especial de la Unión Europea para la región de los Grandes Lagos y se modifica la Decisión (PESC) 2024/2098 EL CONSEJO DE LA UNIÓN EUROPEA, Visto el Tratado de la Unión Europea, y en particular su artículo 33, en relación con el artículo 31, apartado 2, Vista la propuesta de la Alta Representante de la",,16 de julio de 2025 19:13
Doc47,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Correción de errores irrlevantes, salve muy importantes",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202590591,{},Doc47: Error de conexión: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_20,,16 de julio de 2025 19:12
Doc48,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",Irrelevante,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501439,{},"Doc48: DECISIÓN (PESC) 2025/1439 DEL CONSEJO de 15 de julio de 2025 por la que se modifica la Decisión (PESC) 2022/2319 relativa a la adopción de medidas restrictivas en vista de la situación en Haití EL CONSEJO DE LA UNIÓN EUROPEA, Visto el Tratado de la Unión Europea, y en particular su artículo 29, Vista la propuesta de la Alta Representante de la Unión para Asuntos Exteriores y Política de Seguridad, Considerando lo siguiente: (1) El",,16 de julio de 2025 19:12
Doc49,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501448,{},"Doc49: REGLAMENTO DE EJECUCIÓN (UE) 2025/1448 DE LA COMISIÓN de 15 de julio de 2025 por el que se abre una investigación sobre la posible elusión de las medidas antidumping impuestas por el Reglamento de Ejecución (UE) 2019/1259 a las importaciones de accesorios de tubería roscados, moldeados, de fundición maleable, originarios de la República Popular China y Tailandia mediante importaciones de accesorios de tubería sin rosca, moldeados, de fundición maleable originarios de la República Popular China,",,16 de julio de 2025 19:12
